Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Antigen presentation: folding, assembly, and peptide loading of class I MHC proteins	3/255	0.13568389526121366	0.19961871501780648	0	0	2.411389297987236	4.816575051461024	PSMD6;PSMB8;UBE2J1
Tumor necrosis factor (TNF) pathway	1/30	0.13970956391884184	0.20132506390356184	0	0	6.921281783350749	13.622394510819323	JUN
Inactivation of GSK3 by Akt causes accumulation of beta-catenin in alveolar macrophages	1/30	0.13970956391884184	0.20132506390356184	0	0	6.921281783350749	13.622394510819323	MYD88
Inflammatory response pathway	1/30	0.13970956391884184	0.20132506390356184	0	0	6.921281783350749	13.622394510819323	IFNG
Interferon-beta enhancer pathway	1/30	0.13970956391884184	0.20132506390356184	0	0	6.921281783350749	13.622394510819323	JUN
Interleukin-2/STAT5 pathway	1/30	0.13970956391884184	0.20132506390356184	0	0	6.921281783350749	13.622394510819323	CDK6
MicroRNAs in muscle cell differentiation	1/30	0.13970956391884184	0.20132506390356184	0	0	6.921281783350749	13.622394510819323	EZH2
Nuclear events mediated by MAP kinases	1/30	0.13970956391884184	0.20132506390356184	0	0	6.921281783350749	13.622394510819323	JUN
PDGFA signaling pathway	1/30	0.13970956391884184	0.20132506390356184	0	0	6.921281783350749	13.622394510819323	JUN
CD40/CD40L signaling	1/31	0.14401747150131122	0.20490587084490355	0	0	6.69023569023569	12.964476920040203	JUN
Stathmin and breast cancer resistance to antimicrotubule agents	1/31	0.14401747150131122	0.20490587084490355	0	0	6.69023569023569	12.964476920040203	TUBA1A
DNA strand elongation	1/31	0.14401747150131122	0.20490587084490355	0	0	6.69023569023569	12.964476920040203	GINS4
Inwardly rectifying potassium channels	1/31	0.14401747150131122	0.20490587084490355	0	0	6.69023569023569	12.964476920040203	KCNJ2
One-carbon metabolism	1/31	0.14401747150131122	0.20490587084490355	0	0	6.69023569023569	12.964476920040203	DNMT1
NGF signaling via TRKA from the plasma membrane	2/136	0.14822032377707736	0.2099417136697622	0	0	3.0103563813585135	5.746937220227204	CDKN1A;ITPR3
Alpha-synuclein signaling	1/32	0.14830402193397793	0.2099417136697622	0	0	6.474095796676441	12.355752978101908	SYK
Adrenergic pathway	2/137	0.14995070808433184	0.21173944206883039	0	0	2.9879062736205593	5.669398730173793	RGS3;ITPR3
PIP biosynthesis at the plasma membrane	1/33	0.15256931999718407	0.21489713743964273	0	0	6.271464646464646	11.79120788980768	PIK3CD
TGF-beta regulation of extracellular matrix	5/565	0.15308411979658085	0.2150831883141961	0	0	1.8176691729323309	3.411342804103338	TGFBR3;CDK6;TNFSF10;APOE;VEGFA
Cysteine and methionine metabolism	1/34	0.1568134700259566	0.21814151028363268	0	0	6.081114172023263	11.266469699963471	DNMT1
EGF receptor transactivation by GPCRs in cardiac hypertrophy	1/34	0.1568134700259566	0.21814151028363268	0	0	6.081114172023263	11.266469699963471	JUN
EPO receptor signaling	1/34	0.1568134700259566	0.21814151028363268	0	0	6.081114172023263	11.266469699963471	JUN
HIF-2-alpha transcription factor network	1/34	0.1568134700259566	0.21814151028363268	0	0	6.081114172023263	11.266469699963471	VEGFA
EGF receptor (ErbB1) signaling pathway	1/35	0.16103657577419495	0.22127764201735345	0	0	5.901960784313726	10.777710825180796	PIK3CD
fMLP induced chemokine gene expression in HMC-1 cells	1/35	0.16103657577419495	0.22127764201735345	0	0	5.901960784313726	10.777710825180796	PPP3CC
Interleukin-7 signaling pathway	1/35	0.16103657577419495	0.22127764201735345	0	0	5.901960784313726	10.777710825180796	NMI
MEF2D role in T cell apoptosis	1/35	0.16103657577419495	0.22127764201735345	0	0	5.901960784313726	10.777710825180796	PPP3CC
PIK3C1/AKT pathway	1/35	0.16103657577419495	0.22127764201735345	0	0	5.901960784313726	10.777710825180796	CDKN1A
GM-CSF-mediated signaling events	1/36	0.16523874056701404	0.2259468909943112	0	0	5.733044733044733	10.321566994169176	SYK
Glycogen metabolism	1/36	0.16523874056701404	0.2259468909943112	0	0	5.733044733044733	10.321566994169176	PPP2R2B
Platelet aggregation (plug formation)	1/37	0.16942006718012562	0.22887999460391972	0	0	5.57351290684624	9.895070145641316	SYK
Allograft rejection	1/37	0.16942006718012562	0.22887999460391972	0	0	5.57351290684624	9.895070145641316	IFNG
Interleukin-23-mediated signaling events	1/37	0.16942006718012562	0.22887999460391972	0	0	5.57351290684624	9.895070145641316	IFNG
Latent infection of Homo sapiens with Mycobacterium tuberculosis	1/37	0.16942006718012562	0.22887999460391972	0	0	5.57351290684624	9.895070145641316	ATP6V1E2
PI3K/AKT activation	1/37	0.16942006718012562	0.22887999460391972	0	0	5.57351290684624	9.895070145641316	CDKN1A
Calcium regulation in the cardiac cell	2/149	0.17101363326710597	0.23047880550626754	0	0	2.7423295848951827	4.842986951998436	RGS3;ITPR3
Signaling of hepatocyte growth factor receptor	1/38	0.17358065793162564	0.2311666581933024	0	0	5.422604422604422	9.495592558231127	JUN
Trefoil factor initiation of mucosal healing	1/38	0.17358065793162564	0.2311666581933024	0	0	5.422604422604422	9.495592558231127	CYCS
EGFR interaction with phospholipase C-gamma	1/38	0.17358065793162564	0.2311666581933024	0	0	5.422604422604422	9.495592558231127	ITPR3
ERBB4 signaling events	1/38	0.17358065793162564	0.2311666581933024	0	0	5.422604422604422	9.495592558231127	PIK3CD
p38 alpha/beta MAPK downstream pathway	1/38	0.17358065793162564	0.2311666581933024	0	0	5.422604422604422	9.495592558231127	JUN
Angiotensin II-mediated activation of JNK pathway via Pyk2-dependent signaling	1/39	0.17772061456847035	0.2333621153913092	0	0	5.279638490164806	9.12080010262218	JUN
Signaling events regulated by Ret tyrosine kinase	1/39	0.17772061456847035	0.2333621153913092	0	0	5.279638490164806	9.12080010262218	JUN
Vitamin A and carotenoid metabolism	1/39	0.17772061456847035	0.2333621153913092	0	0	5.279638490164806	9.12080010262218	DHRS3
GAB1 signalosome	1/39	0.17772061456847035	0.2333621153913092	0	0	5.279638490164806	9.12080010262218	CDKN1A
HIV-1 transcription initiation	1/39	0.17772061456847035	0.2333621153913092	0	0	5.279638490164806	9.12080010262218	POLR2B
Iron uptake and transport	1/39	0.17772061456847035	0.2333621153913092	0	0	5.279638490164806	9.12080010262218	ATP6V1E2
ERBB1 internalization pathway	1/41	0.1859390303366049	0.24301798848644637	0	0	5.015151515151516	8.43717221072756	PIK3CD
FOXM1 transcription factor network	1/41	0.1859390303366049	0.24301798848644637	0	0	5.015151515151516	8.43717221072756	HSPA1B
Aldosterone-regulated sodium reabsorption	1/42	0.1900176905858975	0.2460597744453327	0	0	4.892584380389258	8.124812043283224	PIK3CD
VEGF, hypoxia, and angiogenesis	1/42	0.1900176905858975	0.2460597744453327	0	0	4.892584380389258	8.124812043283224	VEGFA
Eukaryotic transcription initiation	1/42	0.1900176905858975	0.2460597744453327	0	0	4.892584380389258	8.124812043283224	POLR2B
Messenger RNA splicing: minor pathway	1/42	0.1900176905858975	0.2460597744453327	0	0	4.892584380389258	8.124812043283224	POLR2B
Type 1 diabetes mellitus	1/43	0.19407611900781976	0.24958988302607485	0	0	4.775853775853776	7.830035336967146	IFNG
Voltage-gated potassium channels	1/43	0.19407611900781976	0.24958988302607485	0	0	4.775853775853776	7.830035336967146	KCNH7
Insulin secretion regulation by glucagon-like peptide-1	1/43	0.19407611900781976	0.24958988302607485	0	0	4.775853775853776	7.830035336967146	ITPR3
G-protein-mediated events	1/44	0.19811441496549978	0.2524723383460564	0	0	4.664552501761804	7.551493311263548	ITPR3
HNF3A pathway	1/44	0.19811441496549978	0.2524723383460564	0	0	4.664552501761804	7.551493311263548	JUN
Heart development	1/44	0.19811441496549978	0.2524723383460564	0	0	4.664552501761804	7.551493311263548	VEGFA
PI3K events in ERBB2 signaling	1/44	0.19811441496549978	0.2524723383460564	0	0	4.664552501761804	7.551493311263548	CDKN1A
RNA polymerase III transcription	1/45	0.20213267727917436	0.2558526230425585	0	0	4.558310376492194	7.287967841732019	BRF2
Wnt interactions in lipid metabolism and immune response	1/45	0.20213267727917436	0.2558526230425585	0	0	4.558310376492194	7.287967841732019	APOE
Integrin-linked kinase signaling	1/45	0.20213267727917436	0.2558526230425585	0	0	4.558310376492194	7.287967841732019	JUN
Interferon signaling	2/168	0.20524959092647024	0.25921409011387925	0	0	2.426112613720187	3.8418185255383266	IFNG;PSMB8
Actions of nitric oxide in the heart	1/47	0.2101094941683413	0.2631540309784972	0	0	4.359683794466403	6.801658146757973	VEGFA
Agrin in postsynaptic differentiation	1/47	0.2101094941683413	0.2631540309784972	0	0	4.359683794466403	6.801658146757973	JUN
LKB1 signaling events	1/47	0.2101094941683413	0.2631540309784972	0	0	4.359683794466403	6.801658146757973	EZR
Gene expression	7/968	0.2102422774187638	0.2631540309784972	0	0	1.4833674599711322	2.3133037086998494	ZNF331;PSMD6;ZNF350;BRF2;POLR2B;ZNF613;PSMB8
Energy metabolism	1/48	0.2140682440880332	0.26675466336468884	0	0	4.266709649688373	6.576964036635908	PPP3CC
Lipid digestion, mobilization, and transport	1/48	0.2140682440880332	0.26675466336468884	0	0	4.266709649688373	6.576964036635908	APOE
Angiopoietin receptor Tie2-mediated signaling	1/49	0.21800735103248006	0.2704638659608251	0	0	4.177609427609427	6.363445371866637	CDKN1A
G alpha 12 pathway	1/49	0.21800735103248006	0.2704638659608251	0	0	4.177609427609427	6.363445371866637	JUN
Type 2 diabetes mellitus	1/50	0.22192691156038513	0.27411631713612405	0	0	4.092145949288806	6.1603458876211565	PIK3CD
Type II interferon signaling (interferon-gamma)	1/50	0.22192691156038513	0.27411631713612405	0	0	4.092145949288806	6.1603458876211565	IFNG
Transcription	2/181	0.22908902106904583	0.2818684946968291	0	0	2.2484323338273855	3.313390195707374	BRF2;POLR2B
Taste transduction	1/52	0.22970777681698884	0.2818684946968291	0	0	3.9312735195088138	5.782696221966044	ITPR3
Endometrial cancer	1/52	0.22970777681698884	0.2818684946968291	0	0	3.9312735195088138	5.782696221966044	PIK3CD
Protein folding	1/53	0.23356927222454107	0.2847417158138657	0	0	3.8554778554778553	5.606931137649977	TUBA1A
Androgen receptor regulation of biosynthesis and transcription	1/53	0.23356927222454107	0.2847417158138657	0	0	3.8554778554778553	5.606931137649977	JUN
GABA A and B receptor activation	1/53	0.23356927222454107	0.2847417158138657	0	0	3.8554778554778553	5.606931137649977	KCNJ2
Phospholipase C-mediated cascade	1/54	0.23741160244685378	0.288799395184268	0	0	3.7825424051839147	5.43914439332398	ITPR3
Vibrio cholerae infection	1/55	0.2412348616553018	0.29281639794876807	0	0	3.7123082678638233	5.278844037828421	ATP6V1E2
Thromboxane A2 receptor signaling	1/56	0.24503914356804327	0.29679310061474207	0	0	3.644628099173554	5.125576482532065	SYK
Acute myeloid leukemia	1/57	0.24882454141300062	0.29880212024381697	0	0	3.5793650793650795	4.978922896997587	PIK3CD
Pre-NOTCH expression and processing	1/57	0.24882454141300062	0.29880212024381697	0	0	3.5793650793650795	4.978922896997587	JUN
Mechanism of gene regulation by peroxisome proliferators via PPAR-alpha	1/57	0.24882454141300062	0.29880212024381697	0	0	3.5793650793650795	4.978922896997587	JUN
PI3K cascade	1/57	0.24882454141300062	0.29880212024381697	0	0	3.5793650793650795	4.978922896997587	CDKN1A
Nucleotide excision repair	1/58	0.2525911479606718	0.3026785184518071	0	0	3.5163919900762006	4.8384959983786695	POLR2B
Amino acid metabolism	2/195	0.25496327735006236	0.3048709827036916	0	0	2.0838532304113353	2.8478683319899094	PSMD6;PSMB8
Selenium pathway	1/60	0.26006835626766184	0.3090029941277504	0	0	3.396849854476973	4.574913980988086	IFNG
Ephrin receptor B forward pathway	1/60	0.26006835626766184	0.3090029941277504	0	0	3.396849854476973	4.574913980988086	RGS3
Natural killer cell receptor signaling pathway	1/60	0.26006835626766184	0.3090029941277504	0	0	3.396849854476973	4.574913980988086	SYK
Androgen receptor proteolysis and transcription regulation	1/61	0.26377914130867525	0.31209237350626423	0	0	3.34006734006734	4.4511177340934625	CDK6
HIV genome transcription	1/61	0.26377914130867525	0.31209237350626423	0	0	3.34006734006734	4.4511177340934625	POLR2B
Endocytosis	2/201	0.2660805999708533	0.314153985679873	0	0	2.020408163265306	2.6749315277587793	HSPA1B;TGFBR2
Signaling events mediated by focal adhesion kinase	1/62	0.2674715018007107	0.3151341383899359	0	0	3.2851465474416295	4.3322615615299345	JUN
Messenger RNA processing	2/203	0.2697872573969225	0.31719757041228125	0	0	2.000101533150574	2.6203761530404495	POLR2B;SPOP
Folate metabolism	1/63	0.2711455282609312	0.3181289914042658	0	0	3.231997393287716	4.218078497375417	IFNG
Phospholipid metabolism	2/205	0.27349373546843264	0.3190874725075278	0	0	1.980195033678496	2.567276450212099	PIK3CD;PIK3C3
Angiotensin II-stimulated signaling through G-proteins and beta-arrestin	1/64	0.2748013108427819	0.3190874725075278	0	0	3.1805355138688474	4.108319823136149	ITPR3
Validated nuclear estrogen receptor alpha network	1/64	0.2748013108427819	0.3190874725075278	0	0	3.1805355138688474	4.108319823136149	JUN
Endothelins	1/64	0.2748013108427819	0.3190874725075278	0	0	3.1805355138688474	4.108319823136149	JUN
Interferon alpha/beta signaling	1/64	0.2748013108427819	0.3190874725075278	0	0	3.1805355138688474	4.108319823136149	PSMB8
Retinol metabolism	1/65	0.2784389392137884	0.32264470894463726	0	0	3.1306818181818183	4.00275356439037	DHRS3
Beta-1 integrin cell surface interactions	1/66	0.28205850257636833	0.3241653955990164	0	0	3.0823620823620823	3.9011631304837175	VEGFA
Semaphorin interactions	1/66	0.28205850257636833	0.3241653955990164	0	0	3.0823620823620823	3.9011631304837175	RHOB
Signaling by TGF-beta receptor complex	1/66	0.28205850257636833	0.3241653955990164	0	0	3.0823620823620823	3.9011631304837175	TGFBR2
Thyroid-stimulating hormone signaling pathway	1/66	0.28205850257636833	0.3241653955990164	0	0	3.0823620823620823	3.9011631304837175	JUN
SIDS susceptibility pathways	1/67	0.28566008980872587	0.3269673533044887	0	0	3.0355065809611266	3.8033460819667058	CXCL8
cAMP cell motility pathway inferred from amoeba model	1/67	0.28566008980872587	0.3269673533044887	0	0	3.0355065809611266	3.8033460819667058	ITPR3
Generic transcription pathway	3/377	0.2918337206137045	0.33335477842459743	0	0	1.6146976128783284	1.9886148972804816	ZNF331;ZNF350;ZNF613
NFAT involvement in hypertrophy of the heart	1/69	0.2928096888806698	0.3337911666347595	0	0	2.9459298871063577	3.6182865561027495	PPP3CC
Signaling events mediated by VEGFR1 and VEGFR2	1/70	0.29635787620352466	0.3364709624775371	0	0	2.9030888596105986	3.530700422312052	VEGFA
Long-term depression	1/70	0.29635787620352466	0.3364709624775371	0	0	2.9030888596105986	3.530700422312052	ITPR3
Viral myocarditis	1/71	0.2998884383134025	0.33910926022561816	0	0	2.8614718614718613	3.446198601550195	CYCS
Interleukin-6 signaling pathway	1/71	0.2998884383134025	0.33910926022561816	0	0	2.8614718614718613	3.446198601550195	JUN
Myc repressed pathway	1/73	0.30689703311188365	0.34633761568047916	0	0	2.781705948372615	3.2858706369655613	CDKN1A
Adherens junction cell adhesion	1/74	0.31037523789289684	0.3474718798721275	0	0	2.74346201743462	3.209777224050686	TGFBR2
Seven transmembrane receptor signaling through beta-arrestin	1/74	0.31037523789289684	0.3474718798721275	0	0	2.74346201743462	3.209777224050686	PPP2R2B
E2F transcription factor network	1/74	0.31037523789289684	0.3474718798721275	0	0	2.74346201743462	3.209777224050686	CDKN1A
Wnt/calcium/cyclic GMP pathway	1/74	0.31037523789289684	0.3474718798721275	0	0	2.74346201743462	3.209777224050686	ITPR3
Prolactin activation of MAPK signaling	1/75	0.31383616164844547	0.3506479579451816	0	0	2.7062517062517064	3.1362323637249645	JUN
RIG-I/MDA5-mediated induction of interferon-alpha/beta pathways	1/76	0.31727988935066437	0.35379225756959004	0	0	2.67003367003367	3.0651211233087037	RIPK1
G alpha (12/13) signaling events	1/77	0.3207065055587057	0.3569050616316686	0	0	2.6347687400318978	2.996335121708695	RHOB
Signaling by SCF-KIT	1/78	0.32411609442991285	0.35998665033519966	0	0	2.600419782237964	2.929772078325152	CDKN1A
Signaling events mediated by hepatocyte growth factor receptor (c-Met)	1/79	0.32750873980152984	0.362322660961535	0	0	2.566951566951567	2.865335397718705	JUN
Unfolded protein response	1/79	0.32750873980152984	0.362322660961535	0	0	2.566951566951567	2.865335397718705	CXCL8
Respiratory electron transport, ATP biosynthesis by chemiosmotic coupling, and heat production by uncoupling proteins	1/81	0.33424353285435243	0.3690468869629589	0	0	2.5025252525252526	2.742480915944007	CYCS
GPCR ligand binding	3/410	0.3370045010599002	0.3712783669038033	0	0	1.481268522505636	1.6111150287484346	CXCL8;CCL4;CCL3
Platelet homeostasis	1/82	0.3375858460637784	0.3712783669038033	0	0	2.471505175208879	2.6838950656014107	ITPR3
Response to elevated platelet cytosolic calcium	1/83	0.3409115467213686	0.3742036899558772	0	0	2.4412416851441243	2.627098856469418	VEGFA
Differentiation pathway in PC12 cells	1/84	0.34422071652682057	0.3770994984172966	0	0	2.4117074358038213	2.572018957842433	JUN
MicroRNAs in cardiomyocyte hypertrophy	1/85	0.34751343686607217	0.3792282553761797	0	0	2.382876382876383	2.5185858334956643	PIK3CD
Myc active pathway	1/85	0.34751343686607217	0.3792282553761797	0	0	2.382876382876383	2.5185858334956643	PTMA
Developmental biology	3/420	0.3506997204139417	0.3805866047127362	0	0	1.4450048208855597	1.5141120594845454	ABLIM1;EZR;RHOB
Progesterone-mediated oocyte maturation	1/86	0.3507897886854045	0.3805866047127362	0	0	2.354723707664884	2.46673350535558	PIK3CD
Non-class A, B, C GPCRs	1/86	0.3507897886854045	0.3805866047127362	0	0	2.354723707664884	2.46673350535558	GPR183
Salivary secretion	1/89	0.3605214364245345	0.39039122788167324	0	0	2.2741046831955924	2.32005037808893	ITPR3
Signaling by GPCR	6/977	0.3632456816221235	0.3925847559069873	0	0	1.2443193023204855	1.2600921255308237	CXCL8;PPP3CC;CCL4;CCL3;ITPR3;RHOB
Neural crest differentiation	1/91	0.36692882526242315	0.39580422226004186	0	0	2.22334455667789	2.2290972080359737	RHOB
L1CAM interactions	1/94	0.3764209201158763	0.40526543506728446	0	0	2.1512979254914737	2.101919815261755	EZR
RNA polymerase I, RNA polymerase III, and mitochondrial transcription	1/95	0.37955353321698265	0.4070784077632524	0	0	2.1283043197936813	2.061815304518316	BRF2
G-protein signaling pathways	1/95	0.37955353321698265	0.4070784077632524	0	0	2.1283043197936813	2.061815304518316	PPP3CC
Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds	1/96	0.38267056588073545	0.4088609468155386	0	0	2.105794790005316	2.022786046627892	SLC22A4
M phase pathway	1/96	0.38267056588073545	0.4088609468155386	0	0	2.105794790005316	2.022786046627892	CENPM
Interferon-gamma signaling pathway	1/97	0.38577209484285213	0.4113926324510112	0	0	2.083754208754209	1.9847936202473102	IFNG
Pyrimidine metabolism	1/100	0.394984420817951	0.4204190236736524	0	0	2.020304050607081	1.8766785261005494	POLR2B
Pancreatic secretion	1/101	0.3980246944821334	0.4220563741489792	0	0	2.0	1.8424824583699577	ITPR3
RNA polymerase II transcription	1/101	0.3980246944821334	0.4220563741489792	0	0	2.0	1.8424824583699577	POLR2B
MHC class II antigen presentation	1/103	0.4040599390731852	0.4276491257234088	0	0	1.9605862547039017	1.776667673398047	KIF22
Interleukin-4 signaling pathway	1/104	0.4070550586365517	0.4300092912664325	0	0	1.9414533686378346	1.7449915352070269	PIK3CD
DNA repair	1/105	0.41003527484740526	0.43234488642446856	0	0	1.9226884226884227	1.7140999679223647	POLR2B
Neuronal system	2/283	0.4146970622204942	0.4364414774680107	0	0	1.4248674558791488	1.254178302841909	KCNH7;KCNJ2
Metabolism	9/1615	0.4182848999987858	0.4393946052323694	0	0	1.126585743024099	0.9819236838688803	DNMT1;POLR2B;CYCS;PIK3CD;ITPR3;PIK3C3;APOE;ATP6V1E2;DHRS3
Vascular smooth muscle contraction	1/116	0.44185477442662907	0.4632880284100103	0	0	1.7378129117259553	1.419400430166389	ITPR3
Lipid and lipoprotein metabolism	3/489	0.4437033121418278	0.46435989091938024	0	0	1.2354588265241186	1.0039327994621774	PIK3CD;PIK3C3;APOE
Tricarboxylic acid (TCA) cycle and respiratory electron transport	1/117	0.4446617754820939	0.4644979885147523	0	0	1.7227446882619297	1.396183515184437	CYCS
HIV life cycle	1/118	0.44745480006839683	0.4665484186241911	0	0	1.7079340412673747	1.3734859734012153	POLR2B
G alpha s pathway	1/120	0.45299919523566695	0.4714547180045275	0	0	1.6790595025889143	1.3295883355209954	RGS3
Rho GTPase cycle	1/123	0.46121267619037526	0.4791155711996135	0	0	1.6375227686703095	1.2672723299658177	RHOB
Factors involved in megakaryocyte development and platelet production	1/125	0.4666203770761902	0.4820600219059171	0	0	1.6109481915933528	1.2279279396515803	KIF22
Influenza viral RNA transcription and replication	1/125	0.4666203770761902	0.4820600219059171	0	0	1.6109481915933528	1.2279279396515803	POLR2B
Integration of energy metabolism	1/125	0.4666203770761902	0.4820600219059171	0	0	1.6109481915933528	1.2279279396515803	ITPR3
Spliceosome	1/127	0.47197433920713694	0.4866964745585522	0	0	1.5852172518839185	1.1902297169988543	HSPA1B
Adipogenesis	1/133	0.487719053875974	0.5001790297049222	0	0	1.512702785430058	1.0861444222602046	CDKN1A
Cell adhesion molecules (CAMs)	1/133	0.487719053875974	0.5001790297049222	0	0	1.512702785430058	1.0861444222602046	ICAM3
Tight junction	1/133	0.487719053875974	0.5001790297049222	0	0	1.512702785430058	1.0861444222602046	PPP2R2B
Ubiquitin-mediated proteolysis	1/136	0.4954162061866802	0.506225287048935	0	0	1.4788627010849233	1.0386896427963577	UBE2J1
Oxidative phosphorylation	1/136	0.4954162061866802	0.506225287048935	0	0	1.4788627010849233	1.0386896427963577	ATP6V1E2
Diabetes pathways	1/137	0.49795639252529783	0.5078974457336068	0	0	1.467914438502674	1.0234927306951356	CXCL8
Capped intron-containing pre-mRNA processing	1/138	0.5004839181972011	0.5095506558457011	0	0	1.45712600457126	1.0085932042209516	POLR2B
Systemic lupus erythematosus	1/139	0.502998845735877	0.5111850837315784	0	0	1.4464939247547943	0.993983474661611	IFNG
EGF/EGFR signaling pathway	1/141	0.5079911545445953	0.5153267668845894	0	0	1.4256854256854257	0.9656042553284439	JUN
Influenza infection	1/142	0.5104686592356167	0.5169070026854353	0	0	1.4155025431621175	0.9518207634132154	POLR2B
Purine metabolism	1/164	0.5619542370450903	0.5680184914016919	0	0	1.223089793641941	0.7049092863917995	POLR2B
Transmission across chemical synapses	1/190	0.6159263323660239	0.6214552940569217	0	0	1.0534444978889423	0.5105286083837139	KCNJ2
G alpha (i) signaling events	1/199	0.6330305302852147	0.6375683835489081	0	0	1.0051015202530353	0.4595692288153314	CXCL8
Transmembrane transport of small molecules	2/432	0.6394430008103591	0.6428747163782143	0	0	0.92406264831514	0.4132018142322332	SLC22A4;ATP6V1E2
Gastrin-CREB signaling pathway via PKC and MAPK	1/206	0.6458104997913089	0.6481169658619921	0	0	0.9704360679970436	0.4243223577096833	ITPR3
SLC-mediated transmembrane transport	1/251	0.7180694105888661	0.7193493917129103	0	0	0.793939393939394	0.2629440276635751	SLC22A4
Protein metabolism	1/442	0.8935825104285369	0.8935825104285369	0	0	0.4457042076089695	0.05014912358566784	TUBA1A
